epoch,train_acc,val_acc,train_loss,val_loss,avg_grad,GPU1_tot,GPU1_occ
65,0.996,0.985,1.461,1.476,0.0,25447.0,13
66,0.997,0.984,1.461,1.477,0.0,25447.0,13
67,0.997,0.986,1.461,1.476,0.0,25447.0,13
68,0.997,0.986,1.461,1.476,0.0,25447.0,13
69,0.997,0.986,1.461,1.476,0.0,25447.0,13
70,0.997,0.985,1.461,1.476,0.0,25447.0,13
71,0.997,0.984,1.461,1.478,0.0001,25447.0,13
72,0.996,0.985,1.461,1.477,0.0,25447.0,13
73,0.997,0.986,1.461,1.476,0.0,25447.0,13
74,0.997,0.984,1.461,1.477,0.0,25447.0,13
75,0.997,0.985,1.461,1.476,0.0001,25447.0,13
76,0.997,0.985,1.461,1.476,0.0,25447.0,13
77,0.996,0.984,1.461,1.478,0.0001,25447.0,13
78,0.997,0.983,1.461,1.478,0.0,25447.0,13
79,0.997,0.986,1.461,1.476,0.0,25447.0,13
80,0.997,0.986,1.461,1.476,0.0,25447.0,13
81,0.997,0.985,1.461,1.477,0.0,25447.0,13
82,0.997,0.985,1.461,1.476,0.0,25447.0,13
83,0.997,0.985,1.461,1.476,0.0,25447.0,13
84,0.997,0.985,1.461,1.477,0.0,25447.0,13
85,0.997,0.982,1.461,1.479,0.0,25447.0,13
86,0.997,0.985,1.461,1.477,0.0,25447.0,13
87,0.997,0.986,1.461,1.476,0.0,25447.0,13
88,0.997,0.985,1.461,1.476,0.0,25447.0,13
89,0.997,0.986,1.461,1.476,0.0,25447.0,13
90,0.997,0.986,1.461,1.476,0.0,25447.0,13
91,0.997,0.986,1.461,1.476,0.0,25447.0,13
92,0.997,0.984,1.461,1.477,0.0,25447.0,13
93,0.997,0.984,1.461,1.477,0.0,25447.0,13
94,0.998,0.984,1.461,1.477,0.0,25447.0,13
95,0.998,0.985,1.461,1.476,0.0,25447.0,13
96,0.998,0.985,1.461,1.476,0.0,25447.0,13
97,0.998,0.985,1.461,1.476,0.0,25447.0,13
98,0.998,0.985,1.461,1.476,0.0,25447.0,13
99,0.997,0.985,1.461,1.477,0.0,25447.0,13
